time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,horizontalError,depthError,magError,magNst
2023-02-06T06:54:57.492Z,37.654,37.392,10.0,4.8,mb,105.0,56.0,0.502,0.53,us,us6000jlp9,2023-03-23T19:25:55.040Z,"13 km SE of Ça?layancerit, Turkey",6.38,1.836,0.062,82.0
2023-02-06T07:06:21.295Z,54.088,-165.857,114.443,2.6,ml,24.0,175.0,0.036,0.25,us,us6000jp8n,2023-03-08T10:02:15.040Z,,5.83,2.779,0.115,10.0
2023-02-06T07:08:32.392Z,36.714,36.446,11.457,4.5,mb,107.0,82.0,0.764,0.6,us,us6000jlpb,2023-03-10T12:45:28.040Z,"11 km SW of Hassa, Turkey",3.61,4.291,0.076,51.0
2023-02-06T07:10:09.617Z,36.595,36.33,10.0,4.2,mb,12.0,229.0,0.911,0.19,us,us6000jnte,2023-03-22T14:34:38.040Z,"10 km NNW of K?r?khan, Turkey",3.07,1.942,0.372,2.0
2023-02-06T07:11:32.497Z,-7.679,117.151,326.66,4.9,mb,136.0,43.0,1.298,0.51,us,us6000jlpc,2023-03-08T15:12:23.040Z,"88 km NNW of Pototano, Indonesia",7.95,6.517,0.055,105.0
2023-02-06T07:24:13.862Z,36.798,36.26,10.0,4.3,mb,17.0,105.0,0.784,0.54,us,us6000jnsc,2023-03-22T15:03:16.040Z,"5 km SSE of Dörtyol, Turkey",3.19,1.951,0.218,6.0
2023-02-06T07:29:40.592Z,35.645,35.503,10.0,4.5,mb,46.0,114.0,2.047,1.1,us,us6000jnsf,2023-03-10T04:56:41.040Z,"28 km WNW of Latakia, Syria",7.91,1.931,0.128,18.0
2023-02-06T07:41:14.046Z,37.872,38.081,10.0,4.6,mb,38.0,100.0,0.984,0.43,us,us6000jlpi,2023-03-10T04:45:27.040Z,eastern Turkey,2.15,1.907,0.114,23.0
2023-02-06T07:42:22.683Z,-0.36,123.189,10.0,4.6,mb,59.0,46.0,2.816,0.5,us,us6000jlpj,2023-03-08T15:28:33.040Z,"Sulawesi, Indonesia",7.02,1.855,0.085,41.0
2023-02-06T07:48:34.269Z,-21.201,-69.034,95.278,4.3,mwr,94.0,46.0,0.452,0.4,us,us6000jlph,2023-03-08T16:05:07.040Z,"139 km N of Calama, Chile",6.88,6.234,,
2023-02-06T07:54:39.189Z,35.591,35.584,10.0,4.3,mb,33.0,116.0,2.052,0.57,us,us6000jnsh,2023-03-10T04:40:29.040Z,"19 km WNW of Latakia, Syria",6.18,1.921,0.168,10.0
2023-02-06T08:01:47.818Z,36.622,36.422,10.0,4.5,mb,63.0,55.0,0.836,0.68,us,us6000jlpp,2023-03-10T04:35:06.040Z,"14 km NNE of K?r?khan, Turkey",5.61,1.869,0.094,33.0
2023-02-06T08:12:52.583Z,35.608,35.309,10.0,4.4,mb,63.0,98.0,2.138,0.84,us,us6000jnsl,2023-03-10T09:44:00.040Z,"44 km W of Latakia, Syria",6.1,1.876,0.097,31.0
2023-02-06T08:25:23.732Z,-3.624,147.153,10.0,4.4,mb,26.0,69.0,5.031,0.55,us,us6000jnsp,2023-03-08T20:15:49.040Z,"176 km S of Lorengau, Papua New Guinea",8.03,1.809,0.149,13.0
2023-02-06T08:26:39.492Z,36.179,35.923,10.0,4.0,mb,23.0,186.0,1.432,0.8,us,us6000jnsq,2023-03-10T08:21:38.040Z,"11 km WNW of Uzunba?, Turkey",5.0,1.859,0.258,4.0
2023-02-06T08:38:45.283Z,-31.596,-69.934,114.768,4.4,mb,34.0,127.0,0.992,0.72,us,us6000jlpu,2023-03-08T15:41:00.040Z,"San Juan, Argentina",6.57,8.537,0.179,9.0
2023-02-06T08:52:37.361Z,37.463,37.21,10.0,4.8,mb,82.0,57.0,0.291,0.81,us,us6000jlpv,2023-03-10T04:15:01.040Z,"8 km WSW of Pazarc?k, Turkey",2.56,1.621,0.069,65.0
2023-02-06T08:58:34.938Z,38.04,38.255,11.354,4.5,mb,73.0,98.0,1.2,0.57,us,us6000jlpx,2023-03-10T04:09:15.040Z,eastern Turkey,5.84,3.475,0.08,46.0
2023-02-06T09:01:22.235Z,-11.968,167.336,283.603,4.3,mb,21.0,148.0,7.684,0.53,us,us6000jnsw,2023-03-09T11:50:07.040Z,"212 km N of Sola, Vanuatu",13.83,9.477,0.138,15.0
2023-02-06T09:05:51.082Z,52.813,-163.099,34.249,3.0,ml,14.0,263.0,1.941,0.58,us,us6000jp8z,2023-03-22T13:33:59.040Z,"228 km S of False Pass, Alaska",9.89,17.579,0.115,10.0
2023-02-06T09:21:01.495Z,37.758,37.981,17.065,4.5,mb,52.0,64.0,0.739,0.91,us,us6000jlq2,2023-03-22T14:33:43.040Z,"7 km SE of Tut, Turkey",4.13,3.52,0.115,22.0
2023-02-06T09:23:45.448Z,36.921,36.427,10.0,4.6,mb,51.0,55.0,0.661,0.97,us,us6000jlq1,2023-03-22T14:35:58.040Z,"15 km NNW of Hassa, Turkey",2.89,1.847,0.081,46.0
2023-02-06T09:36:17.151Z,37.315,36.795,11.367,4.3,mb,34.0,153.0,0.36,1.19,us,us6000jlq5,2023-03-22T14:30:56.040Z,"17 km NNE of Nurda??, Turkey",5.97,3.43,0.137,15.0
2023-02-06T09:39:21.140Z,19.182,-155.509,35.36,3.18,ml,52.0,97.0,,0.13,hv,hv73320242,2023-02-16T03:39:36.749Z,"Island of Hawaii, Hawaii",0.42,0.51,0.1657671118555,35.0
2023-02-06T09:48:45.420Z,38.823,39.483,16.043,4.4,mb,42.0,61.0,1.429,0.71,us,us6000jlq7,2023-03-09T12:11:23.040Z,,4.51,1.458,0.161,11.0
2023-02-06T09:51:27.268Z,-3.146,102.076,114.239,4.3,mb,27.0,170.0,1.492,0.81,us,us6000jnsy,2023-03-09T12:32:34.040Z,"southern Sumatra, Indonesia",13.25,6.742,0.138,15.0
2023-02-06T09:52:12.896Z,45.169,149.766,74.608,4.5,mb,40.0,138.0,5.194,0.53,us,us6000jlq8,2023-03-08T07:36:38.040Z,"148 km E of Kuril’sk, Russia",10.53,6.895,0.121,20.0
2023-02-06T09:53:42.790Z,40.54,-124.489,23.88,2.88,md,33.0,234.0,0.1323,0.12,nc,nc73842546,2023-03-22T14:28:43.040Z,"19km WSW of Ferndale, CA",0.71,0.52,0.101,53.0
2023-02-06T10:07:31.339Z,35.832,36.162,10.0,4.6,mb,43.0,202.0,1.582,0.97,us,us6000jlqc,2023-03-22T14:26:55.040Z,"11 km SE of Yaylada??, Turkey",6.45,1.899,0.1,30.0
2023-02-06T10:15:16.065Z,54.052,-163.488,29.663,2.8,ml,13.0,224.0,0.687,0.36,us,us6000jp8y,2023-03-08T17:02:43.040Z,"Unimak Island region, Alaska",5.16,14.195,0.115,10.0
2023-02-06T10:24:49.640Z,38.008,37.211,13.11,7.5,mww,111.0,29.0,0.741,0.76,us,us6000jlqa,2023-03-22T14:58:00.939Z,"Elbistan earthquake, Kahramanmaras earthquake sequence",5.05,3.137,0.041,58.0
2023-02-06T10:26:46.742Z,38.032,38.098,10.0,6.0,mb,65.0,63.0,1.111,0.88,us,us6000jm1y,2023-03-22T14:24:00.166Z,"12 km W of Çelikhan, Turkey",4.28,1.605,0.081,57.0
2023-02-06T10:32:08.932Z,37.996,37.203,14.057,5.4,mb,44.0,66.0,0.742,0.98,us,us6000jnt0,2023-03-08T17:40:34.040Z,"7 km S of Ekinözü, Turkey",4.09,3.651,0.176,20.0
2023-02-06T10:35:58.161Z,38.025,37.802,10.0,5.8,mb,109.0,56.0,0.973,0.9,us,us6000jlqe,2023-03-08T17:54:57.794Z,"9 km SW of Do?an?ehir, Turkey",4.5,1.797,0.051,141.0
2023-02-06T10:44:46.950Z,38.034,37.797,11.982,4.6,mb,37.0,82.0,0.979,1.06,us,us6000jnu5,2023-03-22T13:39:10.040Z,"8 km SW of Do?an?ehir, Turkey",3.07,4.384,0.183,12.0
2023-02-06T10:46:14.992Z,56.472,-156.869,68.0,2.8,ml,,,,0.58,ak,ak0231pd42dl,2023-03-09T04:38:20.040Z,"96 km E of Chignik, Alaska",,1.2,,
2023-02-06T10:46:56.782Z,38.039,36.839,10.0,4.7,mb,48.0,55.0,0.495,0.55,us,us6000jnt5,2023-03-22T13:51:04.040Z,"24 km SSW of Af?in, Turkey",5.24,1.793,0.175,14.0
2023-02-06T10:47:41.873Z,38.044,36.644,10.0,4.7,mb,46.0,54.0,0.404,0.97,us,us6000jnw7,2023-03-22T13:36:48.040Z,,4.77,1.859,0.196,12.0
2023-02-06T10:50:56.892Z,37.619,37.926,10.0,4.6,mb,52.0,108.0,0.724,0.89,us,us6000jlqm,2023-03-09T09:17:07.040Z,"10 km SE of Besni, Turkey",5.43,1.892,0.132,17.0
2023-02-06T10:51:29.991Z,38.091,38.049,10.0,5.7,mb,114.0,58.0,0.893,0.79,us,us6000jlql,2023-03-22T14:25:40.860Z,"15 km E of Do?an?ehir, Turkey",3.1,1.804,0.047,158.0
2023-02-06T10:55:02.401Z,38.624,37.377,10.0,4.3,mb,22.0,68.0,0.783,0.9,us,us6000jnt6,2023-03-09T14:34:14.040Z,Central Turkey,3.9,1.934,0.375,2.0
2023-02-06T10:56:24.688Z,37.973,37.38,10.0,4.6,mb,29.0,96.0,0.811,0.71,us,us6000jnt4,2023-03-09T14:27:53.040Z,Central Turkey,4.71,1.926,0.222,6.0
2023-02-06T11:01:36.485Z,37.826,37.444,13.77,4.8,mb,50.0,50.0,0.679,0.57,us,us6000jlqy,2023-02-24T06:36:15.036Z,"15 km S of Nurhak, Turkey",5.37,3.889,0.109,26.0
2023-02-06T11:04:07.452Z,36.507,70.314,194.34,4.1,mb,30.0,89.0,2.219,0.68,us,us6000jlqs,2023-02-20T09:33:18.040Z,"41 km E of Farkh?r, Afghanistan",7.23,8.512,0.185,8.0
2023-02-06T11:04:38.987Z,38.072,36.663,15.349,4.2,mb,30.0,53.0,0.386,0.78,us,us6000jnt8,2023-02-18T07:05:06.040Z,"15 km ENE of Göksun, Turkey",6.68,6.769,0.14,14.0
2023-02-06T11:05:35.084Z,38.075,36.759,5.968,5.1,mb,86.0,68.0,0.426,0.61,us,us6000jlqr,2023-02-20T09:23:49.233Z,"23 km SW of Af?in, Turkey",5.12,4.724,0.071,64.0
2023-02-06T11:11:40.849Z,37.959,37.373,10.0,4.9,mb,56.0,65.0,0.797,0.64,us,us6000jlqx,2023-03-17T05:23:28.040Z,"5 km W of Nurhak, Turkey",3.8,1.888,0.078,52.0
2023-02-06T11:15:49.769Z,42.861,-78.785,5.677,3.8,mb_lg,23.0,114.0,0.389,0.47,us,us6000jlqv,2023-03-01T15:35:16.007Z,"1 km NE of West Seneca, New York",2.18,7.439,0.208,6.0
2023-02-06T11:20:24.969Z,38.027,37.749,15.64,4.1,mb,18.0,82.0,0.955,0.52,us,us6000jnt9,2023-02-18T07:14:01.040Z,"12 km WSW of Do?an?ehir, Turkey",4.16,3.036,0.234,5.0
2023-02-06T11:28:01.235Z,37.932,38.246,13.126,4.3,mb,48.0,90.0,0.67,0.53,us,us6000jlr0,2023-02-24T06:47:20.040Z,eastern Turkey,3.1,4.886,0.123,19.0
2023-02-06T11:28:33.812Z,37.926,36.999,18.104,4.2,mb,20.0,156.0,0.623,0.34,us,us6000jnwp,2023-02-19T06:33:53.040Z,"22 km SW of Ekinözü, Turkey",5.95,7.845,0.186,8.0
2023-02-06T11:30:44.548Z,38.179,37.955,11.962,4.1,mb,27.0,73.0,1.007,0.74,us,us6000jnuc,2023-02-18T10:49:18.040Z,"12 km NE of Do?an?ehir, Turkey",4.47,5.314,0.158,12.0
2023-02-06T11:35:28.583Z,37.942,37.351,17.733,4.5,mb,95.0,64.0,0.776,0.41,us,us6000jlr9,2023-02-24T07:16:59.618Z,"8 km WSW of Nurhak, Turkey",4.43,4.246,0.074,54.0
2023-02-06T11:39:41.665Z,38.062,36.568,11.405,4.8,mb,75.0,41.0,0.364,0.56,us,us6000jlr7,2023-02-24T07:01:05.040Z,,3.88,4.525,0.07,62.0
2023-02-06T11:44:09.385Z,38.147,38.051,16.478,4.3,mb,41.0,75.0,0.933,0.29,us,us6000jntb,2023-02-18T08:06:55.040Z,"17 km ENE of Do?an?ehir, Turkey",2.19,4.815,0.126,18.0
2023-02-06T11:50:04.398Z,37.972,36.34,5.716,4.5,mb,60.0,52.0,0.391,0.34,us,us6000jlra,2023-02-24T07:27:39.040Z,"14 km WSW of Göksun, Turkey",4.22,4.533,0.096,32.0
2023-02-06T11:51:22.063Z,38.016,37.722,16.818,4.5,mb,59.0,82.0,0.936,0.58,us,us6000jm76,2023-02-25T13:41:24.040Z,"15 km WSW of Do?an?ehir, Turkey",3.97,4.26,0.093,34.0
2023-02-06T11:55:57.601Z,38.06,36.681,7.09,4.3,mb,36.0,63.0,0.404,0.5,us,us6000jntd,2023-02-18T08:30:09.040Z,"16 km ENE of Göksun, Turkey",3.17,6.263,0.137,15.0
2023-02-06T11:58:37.429Z,38.051,37.569,15.351,4.7,mb,77.0,73.0,0.922,0.51,us,us6000jlrb,2023-02-24T07:39:16.040Z,Central Turkey,3.81,3.359,0.066,70.0
2023-02-06T12:02:11.275Z,38.058,36.511,8.516,6.0,mb,138.0,25.0,0.356,0.54,us,us6000jlrc,2023-03-17T05:21:08.514Z,"4 km NNE of Göksun, Turkey",4.32,3.954,0.024,647.0
2023-02-06T12:07:32.722Z,38.017,36.402,8.28,4.4,mb,21.0,74.0,0.39,0.34,us,us6000jnwq,2023-02-19T09:28:26.040Z,"8 km W of Göksun, Turkey",2.47,4.863,0.19,8.0
2023-02-06T12:13:48.646Z,37.925,37.376,17.77,4.7,mb,87.0,66.0,0.763,0.38,us,us6000jlrg,2023-02-25T06:32:12.040Z,"7 km SW of Nurhak, Turkey",3.3,4.0,0.063,78.0
2023-02-06T12:21:18.492Z,38.062,36.454,8.221,4.4,mb,49.0,52.0,0.346,0.51,us,us6000jlrh,2023-02-25T06:38:43.812Z,Central Turkey,3.46,4.939,0.107,25.0
2023-02-06T12:31:40.752Z,37.88,37.482,16.174,4.2,mb,36.0,60.0,0.739,0.36,us,us6000jntg,2023-02-18T08:47:18.040Z,Central Turkey,2.91,4.535,0.115,21.0
2023-02-06T12:32:48.345Z,37.934,38.057,16.472,4.0,mb,26.0,52.0,0.781,0.66,us,us6000jnwf,2023-02-19T06:09:47.040Z,"18 km WSW of Çelikhan, Turkey",4.07,5.472,0.196,7.0
2023-02-06T12:34:43.513Z,38.097,38.234,14.471,4.9,mb,65.0,40.0,0.804,0.37,us,us6000jlrj,2023-02-25T06:50:02.689Z,"7 km N of Çelikhan, Turkey",3.35,4.518,0.087,42.0
2023-02-06T12:36:34.388Z,38.001,37.789,17.505,4.6,mb,62.0,84.0,0.947,0.65,us,us6000jlrk,2023-03-17T05:08:50.040Z,"11 km SW of Do?an?ehir, Turkey",5.18,4.305,0.102,29.0
2023-02-06T12:48:01.449Z,38.038,36.866,13.923,4.3,mb,48.0,55.0,0.51,0.5,us,us6000jlrp,2023-02-25T08:55:34.040Z,,4.62,5.289,0.133,16.0
2023-02-06T12:48:40.593Z,3.031,126.875,46.899,4.2,mb,23.0,115.0,2.297,0.56,us,us6000jnuh,2023-02-18T11:04:27.040Z,,10.53,9.294,0.146,14.0
2023-02-06T12:54:39.920Z,38.052,36.864,18.833,4.6,mb,77.0,48.0,0.499,0.38,us,us6000jlrq,2023-03-17T04:33:48.040Z,"22 km SSW of Af?in, Turkey",4.11,4.53,0.085,41.0
2023-02-06T13:00:18.127Z,38.116,36.684,10.0,4.5,mb,34.0,97.0,0.986,0.59,us,us6000jlrt,2023-03-15T21:57:25.040Z,"19 km ENE of Göksun, Turkey",4.59,1.804,0.118,21.0
2023-02-06T13:02:39.070Z,42.812,69.168,8.459,4.5,mb,47.0,93.0,1.028,0.83,us,us6000jlrs,2023-03-15T21:57:51.040Z,"24 km NNW of Temirlanovka, Kazakhstan",4.61,4.962,0.151,13.0
2023-02-06T13:03:17.843Z,37.998,37.473,9.48,4.6,mb,80.0,77.0,0.85,0.8,us,us6000jntk,2023-03-15T22:04:12.040Z,"4 km NE of Nurhak, Turkey",5.47,4.502,0.085,41.0
2023-02-06T13:06:39.750Z,37.991,37.276,19.665,4.5,mb,57.0,60.0,0.794,0.94,us,us6000jnu4,2023-03-15T22:05:57.040Z,"10 km SE of Ekinözü, Turkey",4.47,4.524,0.108,25.0
2023-02-06T13:07:45.076Z,38.038,37.371,16.904,5.0,mb,114.0,56.0,0.836,0.67,us,us6000jlrv,2023-03-15T22:08:25.040Z,"10 km NW of Nurhak, Turkey",2.07,3.632,0.053,115.0
2023-02-06T13:09:21.093Z,36.254,36.292,10.0,4.6,mb,42.0,102.0,1.176,0.83,us,us6000jntm,2023-03-15T22:25:57.040Z,"4 km E of Kastal, Turkey",2.8,1.895,0.113,23.0
2023-02-06T13:11:56.990Z,38.01,36.656,10.0,4.7,mb,61.0,42.0,0.945,0.74,us,us6000jlry,2023-02-14T22:54:42.040Z,"14 km E of Göksun, Turkey",3.29,1.835,0.086,41.0
2023-02-06T13:12:27.843Z,37.908,36.524,10.0,4.8,mb,50.0,81.0,1.082,0.61,us,us6000jnvk,2023-02-14T23:14:32.040Z,,5.57,1.857,0.118,22.0
2023-02-06T13:14:01.462Z,37.801,37.907,14.619,4.5,mb,33.0,105.0,0.81,0.91,us,us6000jntl,2023-03-15T22:10:42.040Z,"1 km NW of Tut, Turkey",4.71,4.474,0.131,17.0
2023-02-06T13:17:42.209Z,37.995,36.384,10.0,4.9,mb,106.0,30.0,0.412,0.78,us,us6000jls0,2023-02-15T23:06:10.217Z,,5.62,1.798,0.057,98.0
2023-02-06T13:22:01.325Z,38.037,37.379,10.761,4.4,mb,40.0,71.0,0.874,0.49,us,us6000jntp,2023-02-15T22:48:17.040Z,Central Turkey,4.67,4.794,0.144,14.0
2023-02-06T13:31:39.632Z,36.396,36.369,10.0,4.5,mb,33.0,103.0,1.027,0.62,us,us6000jntn,2023-02-16T20:43:35.040Z,"6 km NW of Uzunkavak, Turkey",5.39,1.915,0.135,16.0
2023-02-06T13:32:17.073Z,38.267,38.38,10.0,4.3,mb,31.0,63.0,0.896,0.61,us,us6000jnwm,2023-03-15T22:12:30.040Z,"10 km SSE of Malatya, Turkey",4.74,1.908,0.122,19.0
2023-02-06T13:33:15.653Z,37.923,37.54,15.685,4.2,mb,32.0,64.0,0.794,1.06,us,us6000jnu9,2023-02-16T21:05:19.040Z,"9 km ESE of Nurhak, Turkey",5.73,3.69,0.235,5.0
2023-02-06T13:36:08.640Z,36.345,36.477,10.0,4.2,mb,32.0,96.0,1.013,0.75,us,us6000jntr,2023-02-16T21:17:07.040Z,"5 km E of Uzunkavak, Turkey",5.82,1.946,0.186,8.0
2023-02-06T13:39:24.254Z,38.017,37.701,10.0,5.3,mb,221.0,33.0,0.929,1.23,us,us6000jls3,2023-02-16T21:46:47.405Z,"16 km WSW of Do?an?ehir, Turkey",5.36,1.802,0.044,176.0
2023-02-06T13:44:51.298Z,37.941,37.492,16.865,5.0,mb,106.0,64.0,0.799,0.71,us,us6000jls6,2023-02-19T15:29:19.859Z,"5 km ESE of Nurhak, Turkey",3.9,3.84,0.055,105.0
2023-02-06T13:50:14.093Z,2.44,128.716,51.926,4.5,mb,28.0,94.0,2.137,0.71,us,us6000jnwu,2023-02-19T15:42:56.040Z,"Halmahera, Indonesia",9.09,7.24,0.121,20.0
2023-02-06T13:58:50.413Z,38.059,36.464,10.0,4.3,mb,38.0,80.0,0.35,0.84,us,us6000jnts,2023-02-19T15:49:55.040Z,"5 km NW of Göksun, Turkey",2.54,1.925,0.148,13.0
2023-02-06T14:03:08.489Z,38.208,37.877,10.0,4.3,mb,41.0,50.0,1.07,0.83,us,us6000jntu,2023-03-15T22:15:39.040Z,"13 km N of Do?an?ehir, Turkey",2.97,1.885,0.137,15.0
2023-02-06T14:04:49.444Z,37.994,36.453,10.0,4.4,mb,67.0,36.0,0.413,0.64,us,us6000jls9,2023-02-19T16:04:09.040Z,"4 km SW of Göksun, Turkey",2.34,1.873,0.098,30.0
2023-02-06T14:10:09.968Z,37.726,37.385,10.0,4.5,mb,102.0,66.0,0.57,0.87,us,us6000jlsb,2023-02-19T16:13:59.040Z,"8 km ESE of Ça?layancerit, Turkey",5.75,1.875,0.075,52.0
2023-02-06T14:17:18.854Z,37.873,37.357,21.255,4.4,mb,66.0,79.0,0.71,0.77,us,us6000jlsd,2023-03-15T22:17:17.040Z,"12 km SW of Nurhak, Turkey",4.36,2.999,0.086,39.0
2023-02-06T14:27:43.394Z,36.81,36.539,10.0,4.5,mb,78.0,60.0,0.648,0.68,us,us6000jlse,2023-02-19T16:34:15.040Z,Turkey-Syria border region,1.71,1.83,0.076,51.0
2023-02-06T14:29:57.853Z,37.998,36.493,10.0,4.7,mb,104.0,39.0,0.413,0.89,us,us6000jlsf,2023-02-19T16:41:10.040Z,"2 km S of Göksun, Turkey",3.64,1.831,0.066,70.0
2023-02-06T14:33:07.461Z,38.036,37.857,10.0,4.5,mb,39.0,83.0,0.968,0.54,us,us6000jntw,2023-02-19T16:53:51.040Z,"5 km SSW of Do?an?ehir, Turkey",2.38,1.656,0.191,8.0
2023-02-06T14:41:57.177Z,38.178,37.744,10.0,4.5,mb,60.0,65.0,1.068,1.16,us,us6000jlsj,2023-03-15T22:17:39.040Z,"15 km NW of Do?an?ehir, Turkey",3.68,1.899,0.113,23.0
2023-02-06T14:51:15.299Z,38.071,38.404,10.0,4.4,mb,84.0,28.0,0.71,0.7,us,us6000jlsl,2023-02-19T17:11:56.040Z,"15 km ENE of Çelikhan, Turkey",4.6,1.869,0.092,34.0
2023-02-06T14:56:54.296Z,32.879,-100.934,5.600138346,3.0,ml,15.0,61.0,0.02420165042,0.3,tx,tx2023coxt,2023-02-19T17:23:53.040Z,"17 km N of Snyder, Texas",0.7840788185,1.01513195,0.2,12.0
2023-02-06T14:57:46.881Z,38.049,37.825,10.0,4.4,mb,67.0,52.0,0.996,1.14,us,us6000jlsn,2023-03-28T19:18:33.040Z,Central Turkey,4.09,1.783,0.097,31.0
2023-02-06T15:14:34.398Z,37.879,37.734,10.0,5.4,mb,132.0,28.0,0.82,0.81,us,us6000jlsq,2023-03-28T19:15:32.040Z,"13 km NE of Gölba??, Turkey",5.22,1.804,0.042,188.0
2023-02-06T15:27:29.330Z,19.029,-67.151,9.49,3.15,md,23.0,245.0,0.5507,0.31,pr,pr71395518,2023-02-06T20:14:21.040Z,"59 km N of San Antonio, Puerto Rico",0.87,1.7,0.0599860471753311,13.0
2023-02-06T15:33:32.721Z,38.19,38.176,7.43,5.4,mwr,112.0,29.0,1.273,0.8,us,us6000jlsu,2023-02-19T18:26:24.910Z,"13 km SSW of Ye?ilyurt, Turkey",5.06,1.918,0.08,15.0
2023-02-06T15:44:37.557Z,60.081,-153.539,157.3,2.5,ml,,,,0.77,ak,ak0231pg2urp,2023-02-19T18:11:24.040Z,"45 km ESE of Port Alsworth, Alaska",,0.4,,
2023-02-06T15:52:44.320Z,37.868,37.852,15.594,4.3,mb,48.0,97.0,0.862,0.93,us,us6000jnu2,2023-02-19T18:17:18.040Z,"9 km NW of Tut, Turkey",3.78,4.05,0.114,22.0
2023-02-06T15:59:27.990Z,38.071,37.55,10.0,4.2,mb,44.0,75.0,0.937,1.22,us,us6000jnwa,2023-02-19T18:27:08.040Z,"15 km NE of Nurhak, Turkey",2.25,1.916,0.141,14.0
2023-02-06T16:06:42.958Z,37.997,36.991,10.0,4.3,mb,52.0,51.0,0.609,0.83,us,us6000jlsy,2023-02-19T18:34:21.040Z,"18 km WSW of Ekinözü, Turkey",3.24,1.158,0.119,20.0
2023-02-06T16:10:43.265Z,36.106,35.782,10.0,4.5,mb,47.0,54.0,1.565,0.7,us,us6000jlt0,2023-02-19T18:50:24.040Z,"23 km W of Uzunba?, Turkey",2.92,1.86,0.106,26.0
2023-02-06T16:21:46.033Z,38.091,36.433,10.0,4.1,mb,33.0,49.0,0.316,1.08,us,us6000jnua,2023-02-19T19:14:24.040Z,"9 km NW of Göksun, Turkey",1.65,1.901,0.198,7.0
2023-02-06T16:22:44.967Z,38.019,36.505,3.826,4.1,mb,22.0,77.0,0.394,0.55,us,us6000jnwi,2023-02-19T20:11:23.040Z,"0 km ESE of Göksun, Turkey",2.61,6.205,0.213,6.0
2023-02-06T16:25:01.255Z,38.067,36.461,10.0,4.2,mb,55.0,37.0,0.342,0.62,us,us6000jnuu,2023-02-19T20:23:02.040Z,"5 km NNW of Göksun, Turkey",3.13,1.88,0.099,28.0
2023-02-06T16:26:15.464Z,37.983,36.899,10.0,4.6,mb,122.0,44.0,0.569,0.58,us,us6000jlt5,2023-02-19T20:31:09.040Z,"26 km WSW of Ekinözü, Turkey",2.78,1.812,0.064,72.0
2023-02-06T16:26:39.507Z,38.038,36.598,10.0,4.8,mb,104.0,28.0,0.394,0.65,us,us6000jlt1,2023-02-19T21:00:22.040Z,"9 km ENE of Göksun, Turkey",5.02,1.832,0.054,107.0
2023-02-06T16:27:19.278Z,38.049,36.415,10.0,4.6,mb,34.0,82.0,0.358,0.71,us,us6000jnwy,2023-03-28T19:27:55.040Z,"7 km WNW of Göksun, Turkey",1.87,1.913,0.158,12.0
2023-02-06T16:28:08.698Z,37.463,36.981,5.178,4.7,mb,57.0,66.0,0.343,0.92,us,us6000jnu7,2023-02-19T21:19:41.040Z,"14 km SSE of Kahramanmara?, Turkey",5.05,4.494,0.096,33.0
2023-02-06T16:32:11.661Z,36.663,36.483,10.0,4.9,mb,128.0,68.0,0.773,0.91,us,us6000jlt7,2023-02-19T21:26:56.040Z,"14 km SSW of A?a?? Karafak?l?, Turkey",4.88,1.816,0.053,110.0
2023-02-06T16:35:18.135Z,38.235,39.117,10.0,4.5,mb,69.0,52.0,0.827,0.83,us,us6000jnum,2023-03-28T19:07:37.040Z,"10 km SE of Do?anyol, Turkey",2.58,1.856,0.115,22.0
2023-02-06T16:43:28.541Z,38.001,36.508,10.0,5.0,mwr,128.0,33.0,0.412,0.88,us,us6000jlta,2023-03-15T22:24:25.040Z,"2 km SSE of Göksun, Turkey",2.97,1.831,0.073,18.0
2023-02-06T16:55:35.783Z,38.011,37.415,9.152,4.5,mb,110.0,56.0,0.853,0.57,us,us6000jlth,2023-02-19T21:48:23.040Z,"5 km NNW of Nurhak, Turkey",3.83,4.113,0.073,55.0
2023-02-06T17:11:47.915Z,37.96,37.338,10.0,4.3,mb,54.0,60.0,0.793,0.77,us,us6000jlu3,2023-03-08T19:12:34.040Z,"9 km W of Nurhak, Turkey",1.65,1.903,0.129,17.0
2023-02-06T17:22:02.040Z,38.126,36.514,10.0,4.1,mb,40.0,65.0,0.291,1.14,us,us6000jlww,2023-03-08T19:15:45.040Z,"11 km N of Göksun, Turkey",3.98,1.821,0.135,15.0
2023-02-06T17:26:24.489Z,38.099,36.698,10.0,4.7,mb,99.0,33.0,0.378,0.85,us,us6000jlwh,2023-03-28T17:45:35.040Z,"19 km ENE of Göksun, Turkey",2.74,1.766,0.065,72.0
2023-02-06T17:31:34.258Z,37.087,36.738,10.0,4.5,mb,83.0,57.0,0.386,1.1,us,us6000jly1,2023-03-28T17:43:01.040Z,"9 km S of Nurda??, Turkey",5.63,1.849,0.087,39.0
2023-02-06T17:32:50.308Z,-15.462,-172.953,10.0,4.9,mb,75.0,71.0,1.915,0.66,us,us6000jlyl,2023-03-08T19:22:19.040Z,"105 km ENE of Hihifo, Tonga",7.25,1.829,0.059,90.0
2023-02-06T17:33:46.677Z,16.596,-98.19,11.021,4.5,mb,80.0,125.0,0.67,1.03,us,us6000jlyh,2023-03-08T19:23:49.040Z,,3.02,4.161,0.055,95.0
