time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,horizontalError,depthError,magError,magNst
2023-01-12T05:00:32.282Z,-19.372,-177.613,371.858,4.1,mb,16.0,97.0,2.883,0.52,us,us7000j5ta,2023-03-20T06:03:59.040Z,Fiji region,15.9,9.552,0.158,11.0
2023-01-12T05:15:57.219Z,56.16,160.879,134.189,4.0,mb,31.0,83.0,3.401,0.32,us,us7000j5tb,2023-03-20T06:03:59.040Z,"17 km S of Klyuchi, Russia",11.39,6.817,0.111,23.0
2023-01-12T05:38:43.334Z,-55.441,-127.028,10.0,5.1,mb,45.0,93.0,34.737,0.55,us,us7000j3tv,2023-03-20T06:03:26.040Z,Pacific-Antarctic Ridge,8.38,1.78,0.086,44.0
2023-01-12T06:19:10.052Z,-30.618,-71.376,49.0,5.5,mww,222.0,69.0,0.23,0.71,us,us7000j3ty,2023-03-20T06:03:26.040Z,"Near the coast of Coquimbo, Chile",2.94,1.878,0.046,46.0
2023-01-12T06:20:28.604Z,51.97,-168.009,10.0,2.9,ml,23.0,227.0,1.129,0.66,us,us6000jjsq,2023-03-20T06:02:49.040Z,"122 km SSE of Nikolski, Alaska",4.73,2.002,0.105,12.0
2023-01-12T06:46:56.675Z,42.187,141.235,113.791,4.3,mb,46.0,85.0,1.402,0.39,us,us7000j3u2,2023-03-20T06:03:27.040Z,"Hokkaido, Japan region",5.15,7.002,0.113,25.0
2023-01-12T07:06:13.799Z,43.903,13.429,10.0,4.0,mb,28.0,56.0,0.917,0.49,us,us7000j3ua,2023-03-20T06:03:27.040Z,"27 km NE of Senigallia, Italy",4.79,1.944,0.233,5.0
2023-01-12T07:12:51.418Z,-14.762,166.428,10.0,4.1,mb,15.0,187.0,1.012,0.67,us,us7000j5tf,2023-03-20T06:03:59.040Z,"75 km WNW of Port-Olry, Vanuatu",10.4,2.0,0.145,16.0
2023-01-12T08:07:27.610Z,37.753,-84.719,35.29,2.64,md,12.0,63.0,0.3285,0.33,se,se60500283,2023-03-20T06:03:27.040Z,"4 km E of Burgin, Kentucky",0.63,1.75,0.0813830622912013,7.0
2023-01-12T08:11:18.270Z,-23.316,-174.948,10.0,4.7,mb,49.0,121.0,2.149,0.54,us,us7000j3up,2023-03-20T06:03:27.040Z,"219 km S of ‘Ohonua, Tonga",3.49,1.873,0.082,51.0
2023-01-12T08:26:18.050Z,18.949,-64.259,10.0,3.67,md,17.0,227.0,0.9177,0.38,pr,pr2023012000,2023-03-20T06:03:27.040Z,"88 km NE of Cruz Bay, U.S. Virgin Islands",2.33,2.88,0.05,7.0
2023-01-12T08:35:17.576Z,38.387,23.525,6.609,4.1,mb,24.0,116.0,1.125,0.48,us,us7000j5tq,2023-03-20T06:04:00.040Z,"5 km NE of Árma, Greece",3.89,5.353,0.198,7.0
2023-01-12T08:37:14.174Z,-18.88,-177.652,540.962,4.0,mb,24.0,89.0,3.256,0.3,us,us7000j5tl,2023-03-20T06:04:00.040Z,Fiji region,15.35,11.501,0.122,20.0
2023-01-12T08:44:29.909Z,26.804,55.281,10.0,4.2,mb,22.0,114.0,2.029,0.31,us,us7000j5tr,2023-03-20T06:04:00.040Z,"48 km NE of Bandar-e Lengeh, Iran",5.76,1.915,0.136,15.0
2023-01-12T09:37:08.565Z,49.865,18.568,5.0,2.8,ml,15.0,89.0,0.869,0.54,us,us7000j5tm,2023-03-20T06:04:00.040Z,"2 km ENE of Karviná, Czechia",4.59,1.775,0.148,6.0
2023-01-12T09:56:59.718Z,-20.917,-178.725,621.391,4.3,mb,64.0,80.0,3.299,0.74,us,us7000j3v0,2023-03-20T06:03:27.040Z,Fiji region,8.17,4.828,0.051,108.0
2023-01-12T09:58:36.471Z,31.605,82.974,10.0,4.2,mb,32.0,77.0,4.289,0.9,us,us7000j3v1,2023-03-20T06:03:28.040Z,western Xizang,4.65,1.879,0.159,11.0
2023-01-12T10:21:49.525Z,-5.653,147.633,68.583,5.1,mb,70.0,33.0,3.756,0.72,us,us7000j3v2,2023-03-20T06:03:28.040Z,"eastern New Guinea region, Papua New Guinea",9.19,5.419,0.043,176.0
2023-01-12T10:47:35.718Z,-5.567,147.72,59.488,4.9,mb,52.0,45.0,3.853,1.09,us,us7000j3v4,2023-03-20T06:03:28.040Z,"eastern New Guinea region, Papua New Guinea",8.34,6.812,0.052,116.0
2023-01-12T11:11:58.401Z,-23.141,-175.139,10.0,5.3,mww,61.0,72.0,1.963,0.98,us,us7000j3v7,2023-03-20T06:03:28.040Z,"201 km S of ‘Ohonua, Tonga",4.09,1.734,0.083,14.0
2023-01-12T11:29:29.300Z,31.685,-104.393,6.131567383,2.6,ml,30.0,56.0,0.044201479,0.3,tx,tx2023auzh,2023-03-20T06:03:28.040Z,"54 km S of Whites City, New Mexico",0.9407835555,0.8884965104,0.2,42.0
2023-01-12T11:39:53.762Z,51.096,-177.397,39.34,3.1,ml,13.0,264.0,0.674,0.25,us,us6000jjkz,2023-03-20T06:02:49.040Z,"Andreanof Islands, Aleutian Islands, Alaska",6.51,27.545,0.128,8.0
2023-01-12T12:23:17.423Z,-23.267,-174.714,10.0,4.8,mb,28.0,92.0,2.136,1.12,us,us7000j5tp,2023-03-20T06:04:00.040Z,"215 km S of ‘Ohonua, Tonga",8.01,1.271,0.185,13.0
2023-01-12T12:28:34.274Z,-23.275,-174.866,10.0,5.2,mww,65.0,47.0,2.118,1.12,us,us7000j3wd,2023-03-20T06:03:29.040Z,"215 km S of ‘Ohonua, Tonga",7.05,1.769,0.071,19.0
2023-01-12T13:14:03.311Z,-18.424,-69.359,132.628,4.5,mwr,36.0,56.0,0.167,0.93,us,us7000j3wh,2023-03-20T06:03:29.040Z,"95 km SE of Palca, Peru",4.75,4.131,,
2023-01-12T13:52:11.977Z,-31.167,-176.968,10.0,4.6,mb,17.0,137.0,2.07,0.8,us,us7000j5ts,2023-03-20T06:04:00.040Z,Kermadec Islands region,9.92,1.794,0.146,14.0
2023-01-12T14:02:54.893Z,-24.467,179.244,525.486,4.5,mb,41.0,94.0,5.405,1.0,us,us7000j3wp,2023-03-20T06:03:29.040Z,south of the Fiji Islands,10.39,8.358,0.06,81.0
2023-01-12T14:06:13.020Z,18.211,-68.55,121.0,3.6,md,14.0,286.0,0.3467,0.38,pr,pr2023012001,2023-03-20T06:03:29.040Z,"19 km SSE of Boca de Yuma, Dominican Republic",3.38,1.69,0.11,5.0
2023-01-12T14:16:22.641Z,-23.361,-174.835,10.0,4.6,mb,20.0,95.0,2.208,0.81,us,us7000j5tt,2023-03-20T06:04:00.040Z,"224 km S of ‘Ohonua, Tonga",8.56,1.847,0.158,12.0
2023-01-12T14:20:29.823Z,54.702,-159.868,26.068,3.3,ml,20.0,220.0,0.207,1.06,us,us6000jjl0,2023-03-20T06:02:49.040Z,"81 km SSE of Sand Point, Alaska",6.18,12.905,0.128,8.0
2023-01-12T14:21:29.131Z,51.1,-177.451,35.0,3.1,ml,15.0,264.0,0.676,0.28,us,us6000jjl1,2023-03-20T06:02:49.040Z,"103 km SSW of Adak, Alaska",5.8,2.022,0.128,8.0
2023-01-12T14:24:10.003Z,-30.641,-71.335,53.415,4.5,mwr,37.0,61.0,0.261,0.59,us,us7000j3wu,2023-03-20T06:03:29.040Z,"Near the coast of Coquimbo, Chile",4.12,5.148,,
2023-01-12T14:27:16.560Z,35.592,-117.382,6.82,2.5,ml,32.0,77.0,0.0687,0.11,ci,ci40402032,2023-03-20T06:03:29.040Z,"19km S of Trona, CA",0.19,0.47,0.175,26.0
2023-01-12T14:47:18.051Z,54.562,-159.77,20.418,2.5,ml,14.0,248.0,0.289,0.68,us,us6000jjl2,2023-03-20T06:02:49.040Z,south of Alaska,5.11,9.109,0.115,10.0
2023-01-12T15:04:51.212Z,54.697,-156.831,33.0,2.8,ml,,,,0.64,ak,ak023k3emtd,2023-03-20T06:03:31.040Z,south of Alaska,,12.0,,
2023-01-12T15:05:24.160Z,54.701,-156.811,33.8,2.9,ml,,,,0.56,ak,ak023k3eses,2023-03-20T06:03:30.040Z,"200 km SE of Perryville, Alaska",,4.0,,
2023-01-12T15:09:16.303Z,-15.031,166.749,35.0,4.5,mb,60.0,120.0,5.97,0.75,us,us7000j5u3,2023-03-20T06:04:01.040Z,"34 km W of Port-Olry, Vanuatu",9.24,1.895,0.083,49.0
2023-01-12T15:16:19.934Z,-23.152,-174.867,10.0,4.4,mb,21.0,130.0,3.345,0.76,us,us7000j5tw,2023-03-20T06:04:01.040Z,"201 km S of ‘Ohonua, Tonga",4.95,1.946,0.143,16.0
2023-01-12T15:49:02.301Z,-23.121,-174.979,10.0,4.5,mb,25.0,129.0,1.954,0.54,us,us7000j5tx,2023-03-20T06:04:01.040Z,Tonga region,6.39,1.863,0.136,19.0
2023-01-12T16:01:25.117Z,19.625,-92.447,9.818,4.2,mb,24.0,55.0,1.359,0.98,us,us7000j5ty,2023-03-20T06:04:01.040Z,Bay of Campeche,5.33,5.06,0.152,12.0
2023-01-12T16:11:22.270Z,18.392,-68.9,102.0,4.0,md,22.0,177.0,0.5325,0.48,pr,pr2023012002,2023-03-20T06:03:30.040Z,"8 km ESE of La Romana, Dominican Republic",2.7,1.65,0.06,11.0
2023-01-12T16:12:41.057Z,-22.318,-68.883,105.577,4.3,mb,23.0,65.0,0.616,0.75,us,us7000j3xf,2023-03-20T06:03:30.040Z,"15 km NNE of Calama, Chile",4.29,4.483,0.217,6.0
2023-01-12T16:18:38.280Z,36.433,71.148,231.547,4.1,mb,41.0,74.0,2.552,0.83,us,us7000j5tz,2023-03-20T06:04:01.040Z,"44 km SW of Ashk?sham, Afghanistan",7.31,6.727,0.117,22.0
2023-01-12T16:28:51.520Z,-21.898,179.702,598.301,5.5,mww,238.0,23.0,4.798,0.81,us,us7000j3xh,2023-03-20T06:03:30.040Z,south of the Fiji Islands,9.02,3.493,0.103,9.0
2023-01-12T17:35:42.920Z,2.17,128.315,164.234,4.4,mb,57.0,110.0,1.682,0.38,us,us7000j3ys,2023-03-20T06:03:30.040Z,,11.63,7.39,0.077,48.0
2023-01-12T19:14:56.748Z,-19.973,-179.045,654.01,4.2,mb,68.0,47.0,3.53,0.64,us,us7000j5u1,2023-03-20T06:04:01.040Z,,11.22,6.917,0.071,56.0
2023-01-12T19:48:37.680Z,17.948,-66.806,9.66,2.9,md,14.0,212.0,0.07243,0.14,pr,pr71392538,2023-01-12T20:43:04.670Z,"5 km SSE of Indios, Puerto Rico",0.5,0.61,0.125255634425218,8.0
2023-01-12T20:18:24.805Z,-2.476,140.657,10.0,4.9,mb,54.0,71.0,0.061,0.63,us,us7000j3zy,2023-03-20T06:03:31.040Z,"9 km NW of Jayapura, Indonesia",4.36,1.867,0.076,54.0
2023-01-12T20:24:21.629Z,-23.579,-179.679,538.93,4.3,mb,30.0,104.0,4.786,0.7,us,us7000j5u2,2023-03-20T06:04:01.040Z,south of the Fiji Islands,11.29,12.3,0.116,21.0
2023-01-12T20:40:48.851Z,35.5,36.67,10.0,4.4,mb,70.0,58.0,1.724,0.73,us,us7000j400,2023-03-20T06:03:31.040Z,"6 km NNE of Kh?n Shaykh?n, Syria",6.12,1.893,0.092,34.0
2023-01-12T20:43:44.481Z,-18.732,169.2,234.706,4.4,mb,43.0,82.0,3.784,0.62,us,us7000j404,2023-03-20T06:03:31.040Z,"90 km N of Isangel, Vanuatu",9.73,5.136,0.103,27.0
2023-01-12T20:51:16.261Z,-23.818,69.606,10.0,4.6,mb,47.0,94.0,21.534,0.48,us,us7000j5u6,2023-03-20T06:04:02.040Z,Mid-Indian Ridge,12.79,1.863,0.098,31.0
2023-01-12T21:13:58.958Z,37.477,137.32,9.206,4.0,mb,22.0,94.0,1.169,0.57,us,us7000j5u4,2023-03-20T06:04:02.040Z,"56 km NNE of Nanao, Japan",2.66,4.59,0.183,8.0
2023-01-12T21:26:09.484Z,-17.587,-178.807,557.665,4.3,mb,29.0,60.0,2.998,0.46,us,us7000j40n,2023-03-20T06:03:31.040Z,"205 km ENE of Levuka, Fiji",12.92,10.032,0.114,22.0
2023-01-12T21:32:14.592Z,54.715,-156.638,5.0,2.6,ml,,,,0.48,ak,ak023k755o3,2023-03-20T06:02:52.040Z,"207 km SE of Perryville, Alaska",,1.3,,
2023-01-12T21:48:17.382Z,2.152,125.93,9.057,4.7,mb,62.0,98.0,1.985,0.77,us,us7000j40q,2023-03-20T06:03:31.040Z,"Pulau-Pulau Sangihe, Indonesia",7.39,4.31,0.074,55.0
2023-01-13T00:36:56.257Z,56.665,-135.944,15.9,3.2,ml,,,,0.91,ak,ak023li7cjw,2023-03-20T06:03:32.040Z,"57 km SW of Sitka, Alaska",,0.4,,
2023-01-13T00:42:55.169Z,-14.655,167.306,155.354,4.6,mb,37.0,49.0,0.794,0.64,us,us7000j41c,2023-03-20T06:03:32.040Z,"49 km NNE of Port-Olry, Vanuatu",6.54,5.91,0.111,24.0
2023-01-13T00:43:14.352Z,31.717,-104.267,7.005639647999999,2.5,ml,22.0,51.0,0.04043311367,0.3,tx,tx2023avzm,2023-03-20T06:03:32.040Z,"51 km SSE of Whites City, New Mexico",0.8892315777,0.7373408408,0.2,17.0
2023-01-13T01:00:05.196Z,56.746,-136.006,9.2,3.2,ml,,,,1.01,ak,ak023likyj3,2023-03-20T06:03:32.040Z,"53 km SW of Sitka, Alaska",,0.4,,
2023-01-13T01:19:30.498Z,-0.227,129.707,10.0,5.0,mb,57.0,57.0,2.542,0.86,us,us7000j41h,2023-03-20T06:03:32.040Z,"Halmahera, Indonesia",7.65,0.971,0.053,114.0
2023-01-13T02:38:24.769Z,56.055,-149.958,10.0,2.8,ml,20.0,236.0,2.252,0.57,us,us6000jjuy,2023-03-20T06:02:51.040Z,"223 km SE of Chiniak, Alaska",5.29,2.013,0.069,28.0
2023-01-13T02:58:47.350Z,18.736,-64.614,46.22,3.41,md,4.0,317.0,0.4299,0.2,pr,pr71392558,2023-01-13T03:42:38.500Z,"48 km NNE of Cruz Bay, U.S. Virgin Islands",6.83,6.2,0.0064620747742028,3.0
2023-01-13T03:06:06.232Z,84.103,108.789,10.0,4.2,mb,13.0,75.0,13.444,0.94,us,us7000j5ub,2023-03-20T06:04:02.040Z,north of Severnaya Zemlya,15.94,1.98,0.186,8.0
2023-01-13T03:31:35.957Z,34.593,25.241,44.703,4.5,mb,77.0,83.0,1.84,0.77,us,us7000j41v,2023-03-20T06:03:33.040Z,"Crete, Greece",7.62,5.568,0.07,63.0
2023-01-13T03:47:17.677Z,5.039,127.396,109.357,4.4,mb,34.0,120.0,2.708,0.9,us,us7000j5uc,2023-03-20T06:04:02.040Z,"198 km SE of Pondaguitan, Philippines",10.0,8.348,0.134,17.0
2023-01-13T04:17:23.421Z,-31.556,-69.148,40.986,4.5,mb,31.0,44.0,0.396,0.79,us,us7000j420,2023-03-20T06:03:33.040Z,"35 km SE of Calingasta, Argentina",4.57,5.226,0.156,12.0
2023-01-13T05:03:35.201Z,-21.302,-178.605,514.553,4.3,mb,36.0,90.0,3.176,0.66,us,us7000j42f,2023-03-20T06:03:33.040Z,Fiji region,11.25,9.448,0.111,23.0
2023-01-13T05:04:10.407Z,54.673,-161.193,35.0,2.8,ml,24.0,233.0,0.616,0.78,us,us6000jjux,2023-03-20T06:02:51.040Z,"84 km ESE of King Cove, Alaska",4.74,2.013,0.148,6.0
2023-01-13T05:43:10.289Z,-20.488,-178.187,476.97,4.5,mb,31.0,104.0,2.872,0.6,us,us7000j5uf,2023-03-20T06:04:02.040Z,Fiji region,16.31,9.533,0.111,24.0
2023-01-13T06:03:52.830Z,56.119,-149.685,13.784,3.1,ml,85.0,208.0,2.303,0.62,us,us7000j42l,2023-03-20T06:03:33.040Z,"229 km SE of Chiniak, Alaska",9.0,7.718,0.051,50.0
2023-01-13T06:11:25.550Z,19.205,-155.397,30.75,3.43,ml,57.0,157.0,,0.14,hv,hv73302552,2023-03-20T06:03:33.040Z,"8 km E of P?hala, Hawaii",0.48,0.47,0.170278930745225,41.0
2023-01-13T06:26:40.760Z,19.208,-155.392,32.07,2.78,ml,54.0,157.0,,0.14,hv,hv73302572,2023-03-20T06:03:34.040Z,"9 km E of P?hala, Hawaii",0.46,0.51,0.140421409555258,35.0
2023-01-13T07:01:26.381Z,64.74,-149.211,15.3,2.6,ml,,,,0.85,ak,ak023lm5tgx,2023-03-20T06:03:34.040Z,"15 km NNW of Four Mile Road, Alaska",,0.1,,
2023-01-13T07:06:48.090Z,11.121,144.174,10.0,4.6,mb,27.0,140.0,2.545,0.8,us,us7000j5ui,2023-03-20T06:04:02.040Z,"243 km SSW of Merizo Village, Guam",12.69,1.922,0.126,19.0
2023-01-13T07:21:53.883Z,6.785,-73.077,155.374,4.6,mb,89.0,94.0,0.887,0.66,us,us7000j430,2023-03-20T06:03:34.040Z,"6 km NNE of Jordán, Colombia",3.4,8.036,0.062,77.0
2023-01-13T08:02:10.470Z,41.144,-123.465,37.72,2.69,ml,48.0,83.0,0.1351,0.19,nc,nc73831506,2023-03-20T06:03:34.040Z,"21km ESE of Weitchpec, CA",0.3,0.45,0.115,14.0
2023-01-13T08:10:48.657Z,62.592,-151.702,94.6,2.6,ml,,,,0.46,ak,ak023lmt858,2023-03-20T06:03:34.040Z,"49 km WNW of Petersville, Alaska",,0.4,,
2023-01-13T09:13:09.081Z,-58.724,-25.811,54.089,4.9,mb,58.0,75.0,15.999,0.44,us,us7000j43c,2023-03-20T06:03:35.040Z,South Sandwich Islands region,12.3,7.687,0.075,56.0
2023-01-13T10:02:52.520Z,40.525,-124.41,18.4,3.5,ml,30.0,223.0,0.0738,0.1,nc,nc73831546,2023-03-20T06:03:35.040Z,"14km WSW of Ferndale, CA",0.48,0.31,0.202,62.0
2023-01-13T10:04:27.651Z,52.461,-174.574,202.082,3.4,ml,17.0,173.0,0.267,0.34,us,us7000j48z,2023-03-20T06:03:37.040Z,"38 km NW of Atka, Alaska",20.15,6.935,0.091,16.0
2023-01-13T10:21:33.553Z,52.007,-174.821,101.293,3.2,ml,15.0,203.0,0.494,0.31,us,us6000jkcx,2023-03-20T06:02:52.040Z,"47 km WSW of Atka, Alaska",12.34,11.258,0.115,10.0
2023-01-13T11:04:46.021Z,60.254,-152.501,87.7,3.8,ml,,,,0.81,ak,ak023lok8f6,2023-03-20T06:03:35.040Z,"51 km WNW of Ninilchik, Alaska",,0.3,,
2023-01-13T11:20:59.618Z,50.221,-179.031,10.0,2.8,ml,16.0,274.0,1.607,0.58,us,us6000jkd1,2023-03-20T06:02:53.040Z,"249 km SW of Adak, Alaska",4.08,2.023,0.148,6.0
2023-01-13T12:30:31.051Z,44.341,79.295,10.0,4.3,mb,26.0,61.0,1.022,0.89,us,us7000j44r,2023-03-20T06:03:35.040Z,"60 km WNW of Zharkent, Kazakhstan",3.89,1.901,0.16,11.0
2023-01-13T12:44:50.662Z,-7.066,130.269,86.848,4.6,mb,64.0,71.0,1.369,0.52,us,us7000j44s,2023-03-20T06:03:35.040Z,,8.14,7.26,0.073,55.0
2023-01-13T12:56:57.679Z,51.106,-177.431,35.0,3.5,ml,18.0,251.0,0.668,0.43,us,us6000jkcy,2023-03-20T06:02:52.040Z,"101 km SSW of Adak, Alaska",3.01,2.015,0.128,8.0
2023-01-13T12:59:33.269Z,56.656,-135.993,15.7,3.0,ml,,,,0.73,ak,ak023lphfk4,2023-03-20T06:03:35.040Z,"59 km SW of Sitka, Alaska",,0.4,,
2023-01-13T13:11:40.104Z,52.389,-175.871,234.268,3.2,ml,22.0,130.0,0.319,0.36,us,us6000jkcz,2023-03-20T06:02:52.040Z,"Andreanof Islands, Aleutian Islands, Alaska",8.79,8.215,0.115,10.0
2023-01-13T13:30:10.321Z,51.11,-177.446,35.0,2.9,ml,14.0,269.0,0.665,0.37,us,us6000jkd2,2023-03-20T06:02:53.040Z,"101 km SSW of Adak, Alaska",4.0,2.02,0.128,8.0
2023-01-13T13:53:07.016Z,68.157,-166.172,24.2,2.9,ml,,,,1.48,ak,ak023lq1im9,2023-03-20T06:02:53.040Z,"31 km SE of Point Hope, Alaska",,0.8,,
2023-01-13T15:02:37.525Z,23.973,122.338,32.749,4.9,mb,44.0,96.0,0.708,1.02,us,us7000j46n,2023-03-20T06:03:36.040Z,"74 km E of Hualien City, Taiwan",4.8,5.411,0.086,42.0
2023-01-13T15:03:54.539Z,1.683,127.317,120.244,4.2,mb,19.0,164.0,0.906,0.58,us,us7000j46u,2023-03-20T06:03:36.040Z,"Halmahera, Indonesia",11.02,7.564,0.146,13.0
2023-01-13T15:35:20.698Z,-14.914,166.546,35.0,4.5,mb,17.0,155.0,6.005,0.56,us,us7000j5ur,2023-03-20T06:04:02.040Z,"58 km WNW of Port-Olry, Vanuatu",9.97,1.948,0.156,12.0
2023-01-13T15:41:43.193Z,-2.803,138.412,44.478,4.7,mb,47.0,100.0,10.89,0.59,us,us7000j47p,2023-03-20T06:03:36.040Z,"247 km W of Abepura, Indonesia",6.18,6.69,0.079,49.0
2023-01-13T16:32:34.291Z,-17.649,-175.136,258.419,4.0,mb,23.0,150.0,1.468,0.72,us,us7000j5uw,2023-03-20T06:04:03.040Z,"164 km NW of Neiafu, Tonga",14.37,11.817,0.126,17.0
2023-01-13T16:41:41.660Z,6.835,-73.05,152.595,4.5,mb,41.0,43.0,0.937,0.72,us,us7000j47t,2023-03-20T06:03:36.040Z,"12 km NW of Cepitá, Colombia",7.48,6.23,0.093,34.0
2023-01-13T16:44:15.232Z,53.186,-164.331,23.326,2.5,ml,10.0,302.0,1.33,0.4,us,us6000jjwv,2023-03-20T06:02:52.040Z,"142 km SE of Akutan, Alaska",3.32,10.812,0.128,8.0
2023-01-13T17:03:31.070Z,18.42,-64.891,83.86,3.43,md,8.0,229.0,0.09126,0.15,pr,pr71392598,2023-03-20T06:03:36.040Z,Virgin Islands region,1.09,0.88,0.100949251515761,9.0
2023-01-13T17:37:27.454Z,-20.738,-70.402,39.444,4.2,mb,18.0,174.0,0.53,0.95,us,us7000j488,2023-03-20T06:03:37.040Z,"63 km SSW of Iquique, Chile",5.0,15.945,0.371,2.0
2023-01-13T17:55:18.629Z,58.255,-148.352,21.5,2.5,ml,,,,0.45,ak,ak023lsfpig,2023-03-20T06:03:37.040Z,"202 km S of Chenega, Alaska",,2.0,,
2023-01-13T18:13:13.948Z,51.494,-175.266,35.0,2.8,ml,10.0,318.0,0.641,0.61,us,us6000jjws,2023-03-20T06:02:51.040Z,"103 km ESE of Adak, Alaska",7.46,2.028,0.128,8.0
2023-01-13T18:16:14.340Z,18.054,-68.667,81.0,3.75,md,20.0,247.0,0.5414,0.76,pr,pr2023013000,2023-03-20T06:03:37.040Z,"36 km S of Boca de Yuma, Dominican Republic",4.44,4.76,0.16,15.0
2023-01-13T18:26:19.806Z,51.929,-174.273,84.483,3.1,ml,12.0,249.0,0.362,0.3,us,us6000jjwt,2023-03-20T06:02:51.040Z,"30 km S of Atka, Alaska",17.99,23.229,0.128,8.0
2023-01-13T18:27:33.813Z,51.889,-172.797,27.464,3.0,ml,13.0,206.0,0.891,0.4,us,us6000jjww,2023-03-20T06:02:52.040Z,,7.52,8.406,0.105,12.0
2023-01-13T18:56:03.472Z,-14.807,167.502,124.337,4.5,mb,29.0,85.0,6.482,0.85,us,us7000j5us,2023-03-20T06:04:03.040Z,"53 km ENE of Port-Olry, Vanuatu",4.88,9.12,0.124,21.0
2023-01-13T19:09:15.054Z,52.116,-178.651,148.771,2.6,ml,14.0,187.0,0.472,0.19,us,us6000jjwx,2023-03-20T06:02:52.040Z,"141 km W of Adak, Alaska",11.24,6.37,0.115,10.0
2023-01-13T19:40:12.263Z,18.345,145.679,10.0,4.5,mb,30.0,128.0,4.792,0.63,us,us7000j5uu,2023-03-20T06:04:03.040Z,"Pagan region, Northern Mariana Islands",12.91,1.887,0.113,26.0
2023-01-13T20:42:25.293Z,-7.962,133.415,10.0,4.3,mb,12.0,168.0,2.096,0.38,us,us7000j5uz,2023-03-20T06:04:03.040Z,,6.68,1.885,0.238,6.0
2023-01-13T20:42:54.812Z,-5.803,149.402,118.574,4.9,mb,116.0,60.0,3.183,0.8,us,us7000j49h,2023-03-20T06:03:37.040Z,"47 km NNW of Kandrian, Papua New Guinea",8.34,7.245,0.056,105.0
2023-01-13T21:00:38.060Z,-32.849,-70.199,108.633,4.2,mb,41.0,106.0,0.308,0.46,us,us7000j49k,2023-03-20T06:03:38.040Z,"37 km E of Los Andes, Chile",4.35,5.17,0.235,5.0
2023-01-13T21:19:30.790Z,18.97,145.49,199.759,4.2,mb,58.0,96.0,5.384,0.72,us,us7000j5uv,2023-03-20T06:04:03.040Z,"Pagan region, Northern Mariana Islands",9.51,7.654,0.075,49.0
2023-01-13T21:31:05.427Z,-14.866,166.754,17.335,4.7,mb,53.0,38.0,0.706,0.66,us,us7000j5v0,2023-03-20T06:04:03.040Z,"39 km WNW of Port-Olry, Vanuatu",6.91,2.56,0.086,41.0
2023-01-13T22:25:44.504Z,-6.251,130.124,131.283,4.5,mb,49.0,68.0,2.079,0.6,us,us7000j4a2,2023-03-20T06:03:38.040Z,"299 km WSW of Tual, Indonesia",6.56,8.536,0.091,35.0
2023-01-13T22:41:02.190Z,-5.013,103.129,66.413,5.3,mww,125.0,36.0,0.671,0.52,us,us7000j4a4,2023-03-20T06:03:38.040Z,"110 km S of Pagar Alam, Indonesia",8.12,4.888,0.098,10.0
2023-01-13T22:56:56.036Z,-24.442,-179.929,508.584,4.2,mb,30.0,97.0,5.125,0.79,us,us7000j5uy,2023-03-20T06:04:03.040Z,south of the Fiji Islands,14.58,6.404,0.113,22.0
2023-01-14T00:57:46.614Z,51.284,-177.678,35.0,2.8,ml,15.0,234.0,0.492,0.43,us,us6000jjvl,2023-03-20T06:02:51.040Z,"97 km SW of Adak, Alaska",4.4,2.007,0.128,8.0
2023-01-14T01:00:50.132Z,-23.49,-179.723,534.748,4.3,mb,21.0,102.0,4.779,0.92,us,us7000j4b0,2023-03-20T06:03:38.040Z,south of the Fiji Islands,15.51,11.554,0.168,10.0
2023-01-14T03:06:21.670Z,38.529,-119.52,5.56,3.2,ml,17.0,108.0,0.05735,0.05,nc,nc73831751,2023-03-20T06:03:38.040Z,"4km WNW of Walker, CA",0.22,0.4,0.306,26.0
2023-01-14T03:18:38.183Z,-22.301,-178.826,412.462,4.2,mb,25.0,107.0,3.551,0.82,us,us7000j6cr,2023-03-20T06:04:04.040Z,south of the Fiji Islands,15.07,8.593,0.152,14.0
2023-01-14T04:03:45.150Z,17.995,-66.883,12.04,2.52,md,9.0,105.0,0.01989,0.09,pr,pr71392673,2023-01-14T04:17:46.560Z,Puerto Rico region,0.62,0.56,0.118574633972251,8.0
2023-01-14T04:10:33.018Z,-7.31,128.824,153.937,4.5,mb,55.0,46.0,2.542,0.53,us,us7000j4bl,2023-03-20T06:03:39.040Z,"241 km NE of Lospalos, Timor Leste",8.68,5.941,0.083,43.0
2023-01-14T04:20:22.683Z,31.951,138.018,364.209,4.2,mb,79.0,127.0,1.892,0.68,us,us7000j4bn,2023-03-20T06:03:39.040Z,"274 km SE of Shing?, Japan",9.63,6.476,0.044,145.0
2023-01-14T04:26:06.741Z,-37.373,30.988,10.0,4.6,mb,24.0,83.0,9.729,1.03,us,us7000j4bs,2023-03-20T06:03:39.040Z,off the coast of South Africa,12.44,1.882,0.141,15.0
2023-01-14T05:15:03.429Z,51.351,177.202,35.0,3.4,ml,23.0,219.0,1.012,0.5,us,us7000j4ex,2023-03-20T06:03:42.040Z,"Rat Islands, Aleutian Islands, Alaska",3.3,1.876,0.091,16.0
